,book_authors,book_desc,book_rating,book_title,genres,tag_1,tag_2,tag_3
25473,Elizabeth  George,"When Eugenie Davies is killed by a driver on a quiet London street, her death is clearly no accident. Someone struck her with a car and then deliberately ran over her body before driving off, leaving nothing behind but questions. What brought Eugenie Davies to London on a rainy autumn night? Why was she carrying the name of the man who found her body? Who among the many acquaintances in her complicated and tragic life could have wanted her dead? And could her murder have some connection to a twenty-eight-year-old musical wunderkind, a virtuoso violinist who several months earlier suddenly and inexplicably lost the ability to play a single note? For Detective Inspector Thomas Lynley, whose own domestic life is about to change radically, these questions are only the first in an investigation that leads him to walk a fine line between personal loyalty and professional honor. Assigned to the case by his superior, Superintendent Malcolm Webberly, Lynley learns that Webberly's first murder investigation as a DI over twenty years ago involved Eugenie Davies and a sensational criminal trial. Yet what is truly damaging is what Webberly already knows and no doubt wants Lynley to keep concealed. Now the pressure is on Lynley to find Eugenie Davies' killer. For not only is he putting his own career into jeopardy, but he is also attempting to safeguard the careers of his longtime partners Barbara Havers and Winston Nkata. Together, they must untangle the dark secrets and darker passions of a family whose history conceals the truth behind a horrific crime. ""From the Hardcover edition.""",3.95,A Traitor to Memory,Mystery,Mystery,Romance,Fantasy
25480,J.D. Robb|Nora Roberts,"On one of the city's hottest nights, New York Police Lieutenant Eve Dallas is sent to Central Park - and into a hellish new investigation. The victim is found on the rocks, just above the still, dark water of The Lake in Central Park. Around her neck is a single red ribbon. Her hands are posed, as if in prayer. But it is the eyes - removed with such precision, as if done by the careful hand of a surgeon - that have Dallas most alarmed. As more bodies turn up, each with the same defining scars, Eve is frantic for answers. Against her instincts, she accepts help from a psychic who offers one vision after another - each with shockingly accurate details of the murders. And when partner and friend Peabody is badly injured after escaping an attack, the stakes are raised. Are the eyes a symbol? A twisted religious ritual? A souvenir? With help from her husband, Roarke, Dallas must uncover the killer's motivation before another vision becomes another nightmare...",4.35,Visions in Death,Mystery,Science Fiction,Romance,Mistery
25484,Camilla Läckberg|Steven T. Murray,"Returning to her hometown of Fjallbacka after the funeral of her parents, writer Erica Falck finds a community on the brink of tragedy. The death of her childhood friend, Alex, is just the beginning. Her wrists slashed, her body frozen in an ice-cold bath, it seems that she has taken her own life.Erica conceives a book about the beautiful but remote Alex, one that will answer questions about their own shared past. While her interest grows into an obsession, local detective Patrik Hedstrom is following his own suspicions about the case. But it is only when they start working together that the truth begins to emerge about a small town with a deeply disturbing past.",3.71,The Ice Princess,Mystery,Mystery,Romance,Fantasy
25485,Carolyn Keene,"Nancy is asked to solve a puzzling mystery then encounters a second case. The first concerns a valuable collection of rare books. Wealthy Mrs. Merriam has commissioned a supposedly reputable art dealer to sell it, but soon believes the man is a swindler. The second mystery involves the theft of a beautiful marble statue, rumored to whisper, has an uncanny resemblance to Nancy! As suddenly as it disappeared, the marble statue is returned and is discovered to be a reproduction! To solve both mysteries, Nancy adopts an alias and a disguise, becomes an employee of the suspicious dealer, gathering evidence against a clever ring of art thieves. This book is the revised text. The plot of the original story (©1937) is different.",3.9,The Whispering Statue,Mystery,Mystery,Romance,Fantasy
25497,Lawrence Block,"Downing a bourbon or two with a couple of cronies, Scudder witnesses a heist. The Morrisey brothers who run the joint are strangely submissive during the raid, but eager to see Scudder track down the thieves without involving the regular forces of law and order.",4.16,When the Sacred Ginmill Closes,Mystery,Mystery,Fantasy,Romance
25517,Alex Kava,"FBI Special Agent Maggie O'Dell and her partner Tully investigate two cases--the murder of a senator's daughter in Washington, D.C., and a deadly shootout in Massachusetts, both of which are linked to Reverend Joseph Everett, who is dating Maggie's mother.",3.98,The Soul Catcher,Mystery,Mystery,Fantasy,Sci-fi
25526,Lisa Jackson,"His Vengeance Will Be Repeated. . . A woman's slashed, incinerated corpse is found in a seedy New Orleans apartment. Her killer is certain there were no witnesses, unaware that his every move was seen by a beautiful stranger--from her bed in a bayou cottage on the outskirts of town. . .And Repeated. . . Weeks later, another violent vision shatters Olivia Bechet's sleep. Convinced a serial killer is stalking the city, Olivia turns to the authorities. But jaded detective Rick Bentz doesn't believe her--even when a second body turns up, slain in exactly the same bizarre, ritualistic manner Olivia described. . .And Repeated. . .As New Orleans panics in the icy grip of a merciless killer, Olivia is frustrated by Bentz's skepticism--and captivated by her attraction to him. But soon her dreams are invaded by images of another murder. One that has yet to be committed. This time, Olivia recognizes not only the victim's face--but the murderer's. And both are closer than she ever imagined. . .",4.12,Cold Blooded,Mystery,Romance,Mistery,Sci-fi
25530,J.D. Robb,"Amarylis Coltraine may have recently transferred to the New York City police force from Atlanta, but she's been a cop long enough to know how to defend herself against an assailant. When she's taken down just steps away from her apartment, killed with her own weapon, for Eve the victim isn't just 'one of us.'Dallas's friend Chief Medical Examiner Morris and Coltraine had started a serious relationship, and from all accounts the two were headed for a happy future together. But someone has put an end to all that. After breaking the news to Morris, Eve starts questioning everyone from Coltraine's squad, informants, and neighbors, while Eve's husband, Roarke, digs into computer data on Coltraine's life back in Atlanta. To their shock, they discover a connection between this case and their own painful, shadowy pasts.The truth will need to be uncovered one layer at a time, starting with the box that arrives at Cop Central addressed to Eve containing Coltraine's guns, badge, and a note from her killer: 'You can have them back. Maybe someday soon, I'll be sending yours to somebody else.'But Eve Dallas doesn't take too kindly to personal threats, and she is going to break this case, whatever it takes. And that's a promise.",4.4,Promises in Death,Mystery,Romance,Mistery,Sci-fi
25533,Lisa Gardner,"Alone . . . Massachusetts State Trooper Bobby Dodge watches a tense hostage standoff unfold through the scope of his sniper rifle. Just across the street, in wealthy Back Bay, Boston, an armed man has barricaded himself with his wife and child. The man’s finger tightens on the trigger and Dodge has only a split second to react . . . and forever pay the consequences.Alone . . . that’s where the nightmare began for cool, beautiful, and dangerously sexy Catherine Rose Gagnon. Twenty-five years ago, she was buried underground during a month-long nightmare of abduction and abuse. Now her husband has just been killed. Her father-in-law, the powerful Judge Gagnon, blames Catherine for his son’s death . . . and for the series of unexplained illnesses that have sent her own young son repeatedly to the hospital. Alone . . . a madman survived solitary confinement in a maximum security prison where he’d done hard time for the most sadistic of crimes. Now he walks the streets a free man, invisible, anonymous . . . and filled with an unquenchable rage for vengeance. What brings them together is a moment of violence—but what connects them is a passion far deeper and much more dangerous. For a killer is loose who’s woven such an intricate web of evil that no one is above suspicion, no one is beyond harm, and no one will see death coming until it has them cornered, helpless, and alone.",3.96,Alone,Mystery,Romance,Mistery,Sci-fi
25535,Ian Rankin,"The fourteenth Inspector Rebus novel - and No.1 bestseller.Two seventeen-year-olds are killed by an ex-Army loner who has gone off the rails. The mystery takes Rebus into the heart of a shattered community. Ex-Army himself, Rebus becomes fascinated by the killer, and finds he is not alone. Army investigators are on the scene, and won't be shaken off. The killer had friends and enemies to spare and left behind a legacy of secrets and lies.Rebus has more than his share of personal problems, too. He's fresh out of hospital, but won't say how it happened. Could there be a connection with a house-fire and the unfortunate death of a petty criminal who had been harassing Rebus's colleague Siobhan Clarke?",4.06,A Question of Blood,Mystery,Mystery,Romance,Fantasy
25553,Val McDermid,"Barred from practice, disgraced psychiatrist Charlie Flint receives a mysterious summons to Oxford from an old professor who wants her to look into the death of her daughter's husband. But as Charlie delves deeper into the case and steps back into the arcane world of Oxford colleges, she realizes that there is much more to this crime than meets the eye.",3.5,Trick of the Dark,Mystery,Mystery,Sci-fi,Fantasy
25563,Anna Dean,"1805. An engagement party is taking place for Mr Richard Montague, son of wealthy landowner Sir Edgar Montague, and his fiancee Catherine. During a dance with his beloved, a strange thing happens: a man appears at Richard's shoulder and appears to communicate something to him without saying a word. Instantly breaking off the engagement, he rushes off to speak to his father, never to be seen again. Distraught with worry, Catherine sends for her spinster aunt, Miss Dido Kent, who has a penchant for solving mysteries. Catherine pleads with her to find her fiance and to discover the truth behind his disappearance. It's going to take a lot of logical thinking to untangle the complex threads of this multi-layered mystery, and Miss Dido Kent is just the woman to do it.",3.63,Bellfield Hall,Mystery,Mystery,Romance,Fantasy
25568,Alex Kava,"With only an old man afflicted with Alzheimer's as a witness, FBI Special Agent Maggie O'Dell is on the trail of a serial killer who targets people with physical disabilities, removing each victim's imperfections to keep as a twisted trophy.",3.97,At the Stroke of Madness,Mystery,Mystery,Sci-fi,Fantasy
25572,Kate Atkinson,"It is summer, it is the Edinburgh Festival. People queuing for a lunchtime show witness a road-rage incident - a near-homicidal attack which changes the lives of everyone involved. Jackson Brodie, ex-army, ex-police, ex-private detective, is also an innocent bystander - until he becomes a murder suspect. As the body count mounts, each member of the teeming Dickensian cast's story contains a kernel of the next, like a set of nesting Russian dolls. They are all looking for love or money or redemption or escape: but what each actually discovers is their own true self.",3.8,One Good Turn,Mystery,Mystery,Romance,Fantasy
25578,J.D. Robb,"Summer, 2059. A man wearing a cape and a top hat approaches a prostitute on a dark, New York City street. Minutes later, the woman is dead. Left at the scene is a letter addressed to Lieutenant Eve Dallas, inviting her to play his game and unveil his identity. He signs it, ""Jack."" Now Dallas is in pursuit of a murderer who knows as much about the history of serial killers as she does. He has studied the most notorious and the most vicious slayings in modern times. But he also wants to make his own mark. He has chosen his victim: Eve Dallas. And all Eve knows is that he plans to mimic the most infamous murderers of all starting with Jack the Ripper... ""Robb's energetic prose and hard-edged dialogue will keep readers engrossed."" Publishers Weekly ""Edgy and raw."" Booklist",4.36,Imitation in Death,Mystery,Mystery,Sci-fi,Romance
25599,Kate Saunders,"Mrs. Laetitia Rodd, aged fifty-two, is the widow of an archdeacon. Living in Hampstead with her confidante and landlady, Mrs. Benson, who once let rooms to John Keats, Laetitia makes her living as a highly discreet private investigator.Her brother, Frederick Tyson, is a criminal barrister living in the neighboring village of Highgate with his wife and ten children. Frederick finds the cases, and Laetitia solves them using her arch intelligence, her iron discretion, and her immaculate cover as an unsuspecting widow. When Frederick brings to her attention a case involving the son of the well-respected, highly connected Sir James Calderstone, Laetitia sets off for Lincolnshire to take up a position as the family’s new governess—quickly making herself indispensable. But the seemingly simple case—looking into young Charles Calderstone’s “inappropriate” love interest—soon takes a rather unpleasant turn. And as the family’s secrets begin to unfold, Laetitia discovers the Calderstones have more to hide than most.",3.76,The Secrets of Wishtide,Mystery,Mystery,Romance,Fantasy
25604,Harlan Coben,"An explosive novel about the love of a father, set against a story where nothing is what it seems and where hope and fear collide in the most surprising ways.",4.06,No Second Chance: A Suspense Thriller,Mystery,Mystery,Romance,Fantasy
25605,Duane Swierczynski,"Meet Lennon, a mute Irish getaway driver who has fallen in with the wrong heist team on the wrong day at the wrong bank. Betrayed, his money stolen and his battered carcass left for dead, Lennon is on a one-way mission to find out who is responsible--and to get back his loot. But the robbery has sent a violent ripple effect through the streets of Philadelphia. And now a dirty cop, the Russian and Italian mobs, the mayor's hired gun, and a keyboard player in a college rock band maneuver for position as this adrenaline-fueled novel twists and turns its way toward its explosive conclusion.One thing's for sure: This cast of characters wakes up in a much different world by novel's end--if they wake up at all, in Duane Swierczynski's The Wheelman.",3.87,The Wheelman,Mystery,Mystery,Romance,Sci-fi
25607,J.D. Robb,"A birthday bash sets the scene for a frightening reunion with a killer from Eve Dallas's past. At exactly 7:30 p.m., Walter Pettibone arrived home to over a hundred friends and family shouting, surprise! It was his birthday. Although he had known about the planned event for weeks, the real surprise was yet to come. At 8:45 p.m., a woman with emerald eyes and red hair handed him a glass of champagne. One sip of birthday bubbly, and he was dead. The woman's name is Julie Dockport. No one at the party knew who she was. But Detective Eve Dallas remembers her all too well. Eve was personally responsible for her incarceration nearly ten years ago. And now, let out on good behavior, she still has nothing but bad intentions. It appears she wants to meet Dallas again -- in a reunion neither will forget.",4.34,Reunion in Death,Mystery,Mystery,Romance,Sci-fi
25619,Donald E. Westlake,"Bumbling comic criminal John Dortmunder is in hot water as he tries to keep a nasty old man from blowing up a dam to unearth $750,000. Dortmunder must devise a safer scheme to get the loot... before the old coot's trigger finger gets too itchy. ""Entertainment of the highest order."" -San Diego Tribune.",4.12,Drowned Hopes,Mystery,Mystery,Fantasy,Romance
25631,Susan Green,"Verity Sparks is a thirteen-year-old orphan working as a milliner in Victorian London. But Verity is no ordinary girl – she has an almost perfect memory and possesses the talent of Teleagtivism. She can easily find things that are lost! When Verity is wrongly accused of theft and dismissed from her job, she goes to live with the Plushes – a slightly Bohemian family who run a Confidential Inquiry Agency. Verity helps them solve cases and slowly becomes one of the family. But patches of the truth about her past begin to surface, along with the special talent that Professor Plush is helping her explore. Who were her real parents? Is she the seventh daughter of a seventh daughter? Who is sending poison pen letters about Verity to the Plushes? Who doesn’t want them to learn the truth about Verity Sparks? An adventure/mystery with a dash of the supernatural thrown in; The Truth About Verity Sparks is packed with chases through the dark alleys of London, séances in high-class dining rooms, pet pythons named Anthony and Cleopatra, murdered opera singers and much, much more.",3.9,The Truth About Verity Sparks,Mystery,Fantasy,Sci-fi,Romance
25634,Agatha Christie,"The forlorn, the anxious and the puzzled have all beaten a path to Parker Pyne's office where, armed with just an intuitive knowledge of human nature and a small retinue of talented employees, he turns their fantasies into reality - for a modest fee, payable in advance.The Case of the Middle-aged WifeThe Case of the Discontented SoldierThe Case of the Distressed LadyThe Case of the Discontented HusbandThe Case of the City ClerkThe Case of the Rich WomanHave You Got Everything You Want?The Gate of BaghdadThe House at ShirazThe Pearl of PriceDeath on the NileThe Oracle at Delphi",3.75,Parker Pyne Investigates,Mystery,Fantasy,Mistery,Romance
25641,M. Masters,"Twelve-year-old amateur sleuths, and best friends, Hawkeye Collins and Amy Adams love to solve cases. They invite readers to follow the clues and sketches to solve crimes in their hometown of Lakewood Hills. All of the books in the “Can You Solve the Mystery” series contain 9-10 short mysteries, this is a free sample of one of those stories. Readers are given written clues as well as visual clues to help them solve the crime. The answers and a brief wrap-up are given in the back of the book.",3.61,The Secret of the Long-Lost Cousin-Free Sample Story: Can You Solve the Mystery #1-Free Sample Story (Can you solve the mystery?),Mystery,Mystery,Fantasy,Sci-fi
25646,Patrick Carman,"Strange things happen in Skeleton Creek — and when they do, Ryan writes them down and Sarah captures them on video. Now, the spookiness is spreading, and the mystery is going to take them far beyond Skeleton Creek — into places both unexpectedly sinister and spine-chillingly haunted.",4.22,The Crossbones,Mystery,Science Fiction,Fantasy,Romance
25655,Ian Rankin,"Two unusual incidents in one day seem unconnected, until a third body - that of a prospective member of the Scottish Parliament - is found at Oueensbury House. Inspector Rebus investigates, and uncovers old secrets that suggest Scotland's second attempt at devolution will be just as dirty.",4.05,Set in Darkness,Mystery,Mystery,Sci-fi,Fantasy
25673,Susan Green,"Melbourne. 1879. Verity Sparks has found her father. But she has lost her gift - the ability to find lost things. Papa Savinov, eager for Verity to become a proper lady, sends her to the exclusive boarding school Hilltop House. But Verity is more interested in solving the case of the missing Ecclethorpe heiress. As the investigation deepens, danger and intrigue grow closer. Will Verity's gift return before it's too late?A fantastic new detective adventure story from Australian author Susan Green.Verity Sparks is a likable and charismatic character who young girls will love to read about.Readers who like The Agency series will love Verity Sparks, Lost and Found and its prequel The Truth About Verity Sparks.",4.03,"Verity Sparks, Lost and Found",Mystery,Romance,Mistery,Fantasy
25681,Alfred Hitchcock|Gil Brewer|Arthur Porges|Donald Honig|Richard Hardwick|H.A. DeRosso|C.B. Gilford|Ray Russell|Talmage Powell|Jack Ritchie|Fletcher Flora|Rog Phillips|Helen Nielson|Henry Slesar|Michael   Brett,"Alfred Hitchcock isn't one for politics - but he does feel there is a grop of citizens who go unrecognized by the media. True, they prefer it that way. In fact, the last thing they want is publicity. Nevertheless, Alfie has dedicated his life to making known the special talents of these modest murderers and quiet killers - and he's hit a new high in such tales by today's masters of macabre mystery and spine tingling suspense.",3.42,Alfred Hitchcock's Get Me to the Wake on Time,Mystery,Fantasy,Mistery,Sci-fi
25686,Peter Abrahams,"A woman's world is turned upside down when new evidence frees a man she put in prison with her testimony years ago in this latest ingenious thriller from the author.Twenty years ago Nell Jarreau witnessed the murder of her boyfriend. Her testimony put a man behind bars—and led her to her husband, Clay, the gentle detective who solved the case. They've been happy ever since—and have raised a daughter together—but then one phone call changes everything.New evidence has exonerated Alvin DuPree, aka Pirate—the man Nell helped to convict—and now he's a free man. Nell is consumed by feelings of guilt, and for the first time in their marriage, Clay is no help. The case is closed for him, this new turn of events a mistake, nothing more, and Nell's attempts to talk to him about the situation are met with anger. And to make matters worse, the whole ordeal is beginning to wear on her relationship with her daughter.Nell is determined to find the answers to her questions, though. Is DuPree, now a much-changed man, really innocent? Could Nell have been wrong all those years ago? Does her husband—or her daughter—know something about the case Nell doesn't? But secrets buried for twenty years tend to grow roots, to burrow deep; and they are not unearthed easily. Every answer produces more questions, and Nell's search eventually leads her to the one person she hasn't approached: the freed man himself. As the pieces fall into place, Nell realizes that the truth—and very real danger—could be much closer than she ever imagined.",3.36,Delusion,Mystery,Mystery,Romance,Sci-fi
25691,Linda Fairstein,"Renowned sex-crimes prosecutor and bestselling author Linda Fairstein sends her acclaimed heroine -- the stylish and steely-nerved D.A. Alexandra Cooper -- on a hunt for a killer inside New York City's glitzy art world.  Alexandra Cooper has seen many murder victims, but few more disturbing than the silk-clad body of a woman, her hands and feet tied to a ladder, pulled from the turbulent waters at Manhattan's northern tip. With her colleagues, including NYPD detectives Mike Chapman and Mercer Wallace, Alex races against the clock and hopes for a ""cold hit"" -- a DNA match that would reveal the identity of the murderer by linking the crime to someone already in the police database. But as the case pulls her into the exclusive world of East Side auction houses and cutting-edge Chelsea galleries, Alex discovers she may be marked as an expendable commodity in a chilling and deadly scheme....",3.92,Cold Hit,Mystery,Mystery,Romance,Sci-fi
25692,Alexander McCall Smith,"Filled with thorny characters and a Scottish atmosphere as thick as a highland mist, The Sunday Philosophy Club is irresistible, and Isabel Dalhousie is the most delightful literary sleuth since Precious Ramotswe.With The Sunday Philosophy Club, Alexander McCall Smith, the author of the best-selling and beloved No. 1 Ladies' Detective Agency novels, begins a wonderful new series starring the irrepressibly curious Isabel Dalhousie.Isabel is fond of problems, and sometimes she becomes interested in problems that are, quite frankly, none of her business. This may be the case when Isabel sees a young man plunge to his death from the upper circle of a concert hall in Edinburgh. Despite the advice of her housekeeper, Grace, who has been raised in the values of traditional Edinburgh, and her niece, Cat, who, if you ask Isabel, is dating the wrong man, Isabel is determined to find the truth–if indeed there is one–behind the man's death. The resulting moral labyrinth might have stymied even Kant. And then there is the unsatisfactory turn of events in Cat's love life that must be attended to.Filled with thorny characters and a Scottish atmosphere as thick as a highland mist, The Sunday Philosophy Club is irresistible, and Isabel Dalhousie is the most delightful literary sleuth since Precious Ramotswe.",3.36,The Sunday Philosophy Club,Mystery,Romance,Mistery,Fantasy
25693,J.D. Robb|Nora Roberts,"The #1 ""New York Times""-bestselling author of ""Survivor in Death"" has Lieutenant Eve Dallas walking a tightrope between her professional duties and her private demons.  Eve Dallas is one tough cop. She's got no problem dealing with a holiday reveler in a red suit who plunges thirty-seven stories and gives new meaning to the term ""sidewalk Santa."" But when she gets back to the station and Trudy Lombard shows up, it's all Eve can do to hold it together. Instantly, she's thrown back into the past, to the days when she was a vulnerable, traumatized girl-trapped in foster care with the twisted woman who now sits in front of her, smiling.  Trudy claims she just wanted to see how Eve was doing. But Eve's husband, Roarke, suspects otherwise-and his suspicions prove correct when Trudy arrives at his office, demanding money in exchange for keeping the ugly details of his wife's childhood a secret. Barely restraining himself, Roarke shows her the door-and makes it clear that she'd be wise to get out of New York and never bother him or his wife again.  But just a few days later, Trudy's found on the floor of her hotel room, a mess of bruises and blood. A cop to the core, Eve is determined to solve the case, if only for the sake of Trudy's bereaved son. Unfortunately, Eve is not the only one to have suffered at this woman's hands, and she and Roarke will follow a circuitous, dangerous path to find out who turned this victimizer into a victim.",4.32,Memory in Death,Mystery,Romance,Mistery,Sci-fi
25710,Sharyn McCrumb,"The book that started it all for Edgar Award winner Sharyn McCrumb's widely acclaimed series featuring amateur sleuth Elizabeth MacPherson.When delicate Eileen Chandler is set to marry, her family fears the man is a fortune hunter. Thank goodness, Eileen's cousin Elizabeth MacPherson comes early for support. Unfortunately, Elizabeth also has some detecting to do, as a dead body is found, and none of the wedding party is above suspicion....""A good deal of suspense...McCrumb writes with a sharp-pointed pen.""LOS ANGELES TIMES",3.65,Sick of Shadows,Mystery,Mystery,Romance,Sci-fi
25744,Linda Fairstein,"New York Times bestselling author Linda Fairstein takes readers behind the scenes of New York City's theater world -- from Lincoln Center to the lights of Broadway -- in a riveting new novel, rich with her trademark blend of cutting-edge legal issues, skillful detective work, and heart-stopping suspense.  Teaming up with longtime friends -- NYPD's Mike Chapman and Mercer Wallace -- Assistant DA Alex Cooper investigates the disappearance of world-famous dancer Natalya Galinova, who has suddenly vanished backstage at Lincoln Center's Metropolitan Opera House -- during a performance.  The three colleagues are soon drawn into the machinations of New York City's secretive theatrical community, where ambition takes many forms, including those most deadly. Among Galinova's lovers is Joe Berk, the colorful, strong-willed boss of the Berk Organization, one of four family companies that own all the legitimate theaters on Broadway. The aging ballerina was using Berk to help revive her career at the time of her disappearance.  Cooper, Chapman, and Wallace go underground and backstage at the Met, explore Berk's unusual apartment on top of the Belasco Theatre with its rumored ghostly resident, and then discover bizarre circumstances at City Center, which has a peculiar history not one of them knew about until now.  Within the glamorous but sordid inner sanctums of the Broadway elite, the team confronts the ruthless power brokers who control both the stars and the stages where they appear. They meet Joe's niece Mona Berk, who is mounting a vicious campaign to extract her share of the family fortune, and stunning starlet Lucy DeVore, whose beauty may be her fatal undoing. Chet Dobbis is the artistic director of the Metropolitan Opera, and therefore privy to the most scandalous exploits among its famous inhabitants. He also knows every inch of the labyrinthine building into which the ballerina disappeared...  Meanwhile, Alex is working on a very different case, using a creative technique to nab a physician who has been drugging women in order to assault them. As Dr. Selim Sengor eludes capture, Alex must navigate the new investigative world of DFSA -- drug-facilitated sexual assault -- intent on proving him guilty.  Complicating her quest is the explosive legal and ethical dilemma of using the existing DNA databank to solve new cases. Can Alex convince a judge to let her prosecute a man for a violent crime using DNA that was collected for a prior case in which he was never charged? Or do the suspect's civil rights prevent law enforcement from keeping his DNA on file to be used against him at any future time?  Death Dance is a spellbinding thriller combining a former prosecutor's fresh insight into hot-button legal issues with the unique history and spectacle of New York theater, and its shocking twists make this novel Linda Fairstein's most chilling adventure yet.",3.85,Death Dance,Mystery,Mystery,Romance,Fantasy
25746,Ian Rankin,"Tough and complex, Detective John Rebus gets personally involved in a case when he rescues a young Bosnian girl forced into prostitution. Add to that the hunt for an elderly Nazi accused of slaughtering a French village, and Rebus wonders just how evil humans can be. But when his daughter is mortally injured, he just might make a deal with the devil to find the culprit. Rankin won critical acclaim for his novel ""Black and Blue."" Optioned for a BBC film series. Martin's Press.The Hanging Gardens of Babylon... The hanging of four French villagers in World War II... The hanging of an old man in a Scottish cemetary... Seemingly random facts linked to one man... Detective Inspector John Rebus is buried under a pile of paperwork generated by his investigations into a suspected war criminal, and his immediate supervisors are more than happy to have him tucked away in a quiet backwater for several months. However, the escalating dispute between upstart Tommy Telford and Big Ger Cafferty's gang soon gives Rebus an escape clause. Telford is known to have close ties to a man nicknamed Mr. Pink Eyes, a brutal gangster running a lucrative business bringing Chechen refugees into Britain to work as prostitutes. And when Rebus takes under his wing a distraught Bosnian call girl, it gives him a personal reason to make sure Telford takes the high road out of town. Within days, Rebus's daughter is the victim of an all-too-professional hit-and-run, and Rebus knows that there's nothing he won't do to bring down prime suspect Tommy Telford--even if it means cutting a deal with the devil. A chilling glimpse into the darkest extremes of human cruelty, a page-turning literary thriller, this ninth entry in Ian Rankin's award-winning series confirms his reputation as a writer of rare and lasting gifts.top",4.08,The Hanging Garden,Mystery,Mystery,Romance,Fantasy
25762,Judith Rossell,"High on a cliff above the gloomy coastal town of Withering-by-Sea stands the Hotel Majestic. Inside the walls of the damp, dull hotel, eleven-year-old orphan Stella Montgomery leads a miserable life with her three dreadful Aunts. But one night, Stella sees something she shouldn't have... Something that will set in motion and adventure more terrifying and more wonderful than she could ever have hoped for...",4.01,Withering-By-Sea,Mystery,Mystery,Romance,Fantasy
25769,S.K. Epperson,"The suicide of Madeleine Heron’s husband leaves her at her sister’s lake house for the summer, until she can ‘sort things out’ for herself and find a new direction, but life in the lake community is anything but conducive to calm; right away a three year old girl goes missing from the dam, Madeleine is nearly assaulted when her truck breaks down, and she discovers her neighbors have an affinity for digging holes and burying things in their yard, usually things they find floating in the lake, like a hand, or an arm… Native American conservation officer Eris Renard appears to be the only sane person around, and without warning Madeleine finds herself falling for him, but he’s an adopted Indian who’s just found his birth mother, a famous artist who hates Madeleine. (Warning: graphic material may be disturbing.)",3.81,Green Lake,Mystery,Mystery,Romance,Fantasy
25778,Elizabeth  George,"The police never suspected a serial killer was at large until they found the third murdered boy, the first white victim, his body draped over a tomb in a London graveyard. Suddenly a series of crimes and a potential public relations disaster have Scotland Yard on the defensive, scrambling to apprehend a maniac while avoiding accusations of racism.Detective Superintendent Thomas Lynley, distracted by concerns for his pregnant wife, has been assigned to the investigation, along with his disgraced partner, Barbara Havers, who's fighting for her professional future. Winston Nkata, deservedly, if hastily, promoted to detective sergeant, is the black face who will speak to the media. But none of them can imagine the tenacity and ingenuity of the killer they seek . . . and no one is prepared for the savage, shocking instant when everything will change forever.",4.03,With No One as Witness,Mystery,Mystery,Romance,Fantasy
25787,Raymond Chandler,"As Chandler's last novel opens, Philip Marlowe meets a well-endowed redhead as she disembarks from the Super Chief and leads him to the California coast to solve a tale of big money and, of course, murder.""Chandler wrote like a slumming angel and invested the sun-blinded streets of Los Angeles with a romantic presence:"" -- Ross Macdonald",3.78,Playback,Mystery,Romance,Mistery,Fantasy
25788,Ian Rankin,"In the dark days and biting windstorms of an Edinburgh winter, two drop-out kids dive off the towering Forth Road Bridge. A civic office is spattered by a grisly gun-blast. Two suicides and a murder that just don't add up, unless John Rebus can crunch the numbers. Following a trail that snakes through stark alleys and sad bars, shredded files and lacerated lives, Rebus finds himself up against an airtight, murderous conglomerate on the make in every arena of power. It's leeching the life and soul out of his city and, if it can, him too... ",4.05,Let It Bleed,Mystery,Mystery,Sci-fi,Fantasy
25820,Peter Abrahams,"Aspiring author Ivy Seidel accepts a part-time position teaching writing to a group of convicted criminals hoping the experience will add depth and darkness to her own work.But in the haunting writings of charismatic inmate Vance Harrow she discovers a talent possibly greater than her own. And in the startling, disturbing stories Harrow has to tell, Ivy finds a dangerous new purpose—and a terrifying temptation that lures her into an inescapable world of shadows.",3.34,End of Story,Mystery,Mystery,Romance,Sci-fi
25830,Linda Fairstein,"One of the most haunting buildings in New York City, and perhaps the most dramatically beautiful, the Deadhouse sits on a small island in the middle of the East River. The abandoned structure, like the ghostly remains of a castle, plays in the imagination as a site of mystery and intrigue...a likely place for murder.  Following on the bestselling success of Cold Hit, Likely to Die, and Final Jeopardy, top Manhattan sex crimes DA Linda Fairstein brings her unique blend of authenticity and style to a mesmerizing tale of murder and deceit.  It's the holiday season but there's little reason for cheer at one of New York's most elite colleges. A respected professor is dead; strangled and dumped in an elevator shaft. Lola Dakota's lifeless fingers clutch a few strands of hair, and a piece of paper in her pocket reads ""The Deadhouse.""  What brought a distinguished academic to such a tragic end? Opportunistic murder seems unlikely as assistant DA Alexandra Cooper, working with detectives Mike Chapman and Mercer Wallace, uncovers a distressing pattern of betrayal and terror.  There's proof that Lola's husband, Ivan, wanted her dead. He has an alibi, but could he have hired a killer? Or could one of Lola's colleagues have erupted into unexpected violence? Some of their stories don't quite ring true. And why did Lola have a photograph of twenty-year-old Charlotte Voight pinned to her office bulletin board? Charlotte left her dorm room eight months ago and vanished into the night. Is she dead? Could she and Lola have become victims of the same predator?  Perhaps most puzzling of all are the words ""The Deadhouse."" What was Lola's connection to this desolate place where people once endured slow and agonizing deaths? And what danger awaits Alex there or on the streets of Manhattan as she targets Lola's killer?  A richly nuanced synthesis of history and suspense, The Deadhouse showcases Linda Fairstein's immense talent as never before.",3.88,The Deadhouse,Mystery,Mystery,Romance,Fantasy
