,book_authors,book_desc,book_rating,book_title,genres,tag_1,tag_2,tag_3
28130,R.D. Blackmore|Michelle Allen,A romantic adventure story set in south-west England in the 1600s. John Ridd swears revenge upon the evil Carver Doone who murdered his father. But who is the beautiful young girl he meets in Doone Valley?,3.72,Lorna Doone,Classics,Historical,Romance,Fiction
28137,Wu Cheng'en|W.J.F. Jenner,"First published in 1952, The Journey to the West, volume I, comprises the first twenty-five chapters of Anthony C. Yu's four-volume translation of Hsi-yu Chi, one of the most beloved classics of Chinese literature. The fantastic tale recounts the sixteen-year pilgrimage of the monk Hsüan-tsang (596-664), one of China's most illustrious religious heroes, who journeyed to India with four animal disciples in quest of Buddhist scriptures. For nearly a thousand years, his exploits were celebrated and embellished in various accounts, culminating in the hundred-chapter Journey to the West, which combines religious allegory with romance, fantasy, humor, and satire.",4.25,Journey to the West (4-Volume Boxed Set),Classics,Fantasy,Classics,Romance
28204,Arthur Conan Doyle,"Yellow fog is swirling through the streets of London, and Sherlock Holmes himself is sitting in a cocaine-induced haze until the arrival of a distressed and beautiful young lady forces the great detective into action. Each year following the strange disappearance of her father, Miss Morstan has received a present of a rare and lustrous pearl. Now, on the day she is summoned to meet her anonymous benefactor, she consults Holmes and Watson.",3.95,The Sign of the Four,Classics,Young Adult,Mystery,Romance
28220,H. Rider Haggard,"The story is set in the Ptolemaic era of ancient Egyptian history and revolves around the survival of a dynasty bloodline protected by the Priesthood of Isis. The main character Harmachis (the living descendant of this bloodline) is charged by the Priesthood to overthrow the supposed impostor Cleopatra, drive out the Romans, and restore Egypt to its golden era.As is the case with the majority of Haggard's works, the story draws heavily upon adventure and exotic concepts. The story, told from the point of view of the Egyptian priest Harmachis, is recounted in biblical language, being in the form of papyrus scrolls found in a tomb. Haggard's portrait of Cleopatra is quite stunning, revealing her wit, her treachery, and her overwhelming presence. All of the characters are mixtures of good and evil, and evoke both sympathy and loathing.",3.83,Cleopatra,Classics,Historical,Classics,Fiction
28329,James Fenimore Cooper|Robert Tilton,"A restless white youth raised by Indians, Natty Bumppo is called Deerslayer for the daring that sets him apart from his peers. But he has yet to meet the test of human conflict. In a tale of violent action and superbly sustained suspense, the harsh realities of tribal warfare force him to kill his first foe, then face torture at the stake. Still yet another kind of initiation awaits him when he discovers not only the ruthlessness of ""civilized"" men, but also the special danger of a woman's will. His reckless spirit transformed into mature courage and moral certainty, the Deerslayer emerges to face life with nobility as pure and proud as the wilderness whose fierce beauty and freedom have claimed his heart.",3.68,The Deerslayer,Classics,Nonfiction,Young Adult,Sequential Art
28356,Christina Rossetti|Dante Gabriel Rossetti|William Morris|Laurence Housman|Joyce Carol Oates,"Experience the temptation, pleasure, punishment, and redemption of Christina Rossetti's brilliant poetic masterpiece in this classic keepsake edition, gorgeously illustrated with Pre-Raphaelite paintings by Christina's brother, Dante Gabriel Rossetti. Published in 1862, this phantasmagoric tale of two maidens seduced by lewd goblin men provides a startling glimpse into the depths of the Victorian psyche. Full color throughout .",4.08,Goblin Market,Classics,Classics,Romance,Historical
28386,Charles Dickens|John Bowen|Hablot Knight Browne,"Set against the backdrop of the Gordon Riots of 1780, Barnaby Rudge is a story of mystery and suspense which begins with an unsolved double murder and goes on to involve conspiracy, blackmail, abduction and retribution. Through the course of the novel fathers and sons become opposed, apprentices plot against their masters and Protestants clash with Catholics on the streets. And, as London erupts into riot, Barnaby Rudge himself struggles to escape the curse of his own past. With its dramatic descriptions of public violence and private horror, its strange secrets and ghostly doublings, Barnaby Rudge is a powerful, disturbing blend of historical realism and Gothic melodrama.",3.8,Barnaby Rudge,Classics,Historical,Mystery,Fiction
28403,Johnston McCulley,"Old California, in a bygone era of sprawling haciendas and haughty caballeros, suffers beneath the whip-lash of oppression. Missions are pillaged, native peasants are abused, and innocent men and women are persecuted by the corrupt governor and his army.But a champion of freedom rides the highways. His identity hidden behind a mask, the laughing outlaw Zorro defies the tyrant's might. A deadly marksman and a demon swordsman, his flashing blade leaves behind . . .First published in 1919, The Mark of Zorro has inspired countless films and television adventures. Now read how the legend began.",3.98,The Mark of Zorro,Classics,Historical,Sequential Art,Classics
28436,Emmuska Orczy,"It is the early days of the French Republic, and Robespierre's revolutionaries find their wicked schemes repeatedly being thwarted. It appears that Sir Percy Blakeney--the cunning and heroic Pimpernel--is more than a match for them all. But Sir Percy's spy-catching archenemy, Chauvelin, has devised a plan. In this swashbuckling sequel to The Scarlet Pimpernel, Sir Percy attempts to smuggle French aristocrats out of the country to safety, while Chauvelin plays out a vile plot to eliminate the Pimpernel and his beautiful wife, once and for all.Lighting up movie and television screens and leaping off the pages of books, the adventures of Baroness Orczy's rebel Pimpernel have ignited imaginations the world over for generations. Fans of the classic original, as well as those who enjoy rich historical novels, will thrill to this tale of intrigue set in the days following the French Revolution.",4.01,The Elusive Pimpernel,Classics,Historical,Classics,Sequential Art
28517,H.P. Lovecraft,"H.P Lovecraft: Great Tales of Horror features twenty of horror master H.P. Lovecraft's classic stories, among them some of the greatest works of horror fiction ever written, including:",4.18,Great Tales of Horror,Classics,Classics,Fiction,Sequential Art
28543,Virgil|Allen Mandelbaum,"A National Book Award Winner for verse translation by Allen MandelbaumAeneas flees the ashes of Troy to found the city of Rome and change forever the course of the Western world--and literature as well. Virgil's Aeneid is as eternal as Rome itself, a sweeping epic of arms and heroism--the searching portrait of a man caught between love and duty, human feeling and the force of fate--that has influenced writers for over 2,000 years. Filled with drama, passion, and the universal pathos that only a masterpiece can express, the Aeneid is a book for all time and all people.",3.82,The Aeneid of Virgil,Classics,Classics,Sequential Art,Mystery
28556,Beatrix Potter,"The Tale of Tom Kitten is set in the cottage garden Beatrix created herself at Hill Top, the farm she owned near the village of Sawrey. Tom and his sisters look so smart in their new clothes. When their mother sends them outside while she waits for her visitors, she couldn't possibly guess what kind of mess they are going to get themselves into!The Tale of Tom Kitten is number eight in Beatrix Potter's series of 23 little books, the titles of which are as follows:1 The Tale of Peter Rabbit2 The Tale of Squirrel Nutkin3 The Tailor of Gloucester4 The Tale of Benjamin Bunny5 The Tale of Two Bad Mice6 The Tale of Mrs. Tiggy-Winkle7 The Tale of Mr. Jeremy Fisher8 The Tale of Tom Kitten9 The Tale of Jemima Puddle-Duck10 The Tale of the Flopsy Bunnies11 The Tale of Mrs. Tittlemouse12 The Tale of Timmy Tiptoes13 The Tale of Johnny Town-Mouse 14 The Tale of Mr. Tod15 The Tale of Pigling Bland16 The Tale of Samuel Whiskers17 The Tale of The Pie and the Patty-Pan18 The Tale of Ginger and Pickles19 The Tale of Little Pig Robinson20 The Story of a Fierce Bad Rabbit21 The Story of Miss Moppet22 Appley Dapply's Nursery Rhymes23 Cecily Parsley's Nursery Rhymes",4.08,The Tale of Tom Kitten,Classics,Sequential Art,Mystery,Historical
28562,Nathaniel Hawthorne,"Do your students enjoy a good laugh? Do they like to be scared? Or do they just like a book with a happy ending? No matter what their taste, our Creative Short Stories series has the answer.We've taken some of the world's best stories from dark, musty anthologies and brought them into the light, giving them the individual attention they deserve. Each book in the series has been designed with today's young reader in mind. As the words come to life, students will develop a lasting appreciation for great literature.The humor of Mark Twain...the suspense of Edgar Allan Poe...the danger of Jack London...the sensitivity of Katherine Mansfield. Creative Short Stories has it all and will prove to be a welcome addition to any library.",3.69,Dr. Heidegger's Experiment and Other Stories,Classics,Fiction,Sequential Art,Young Adult
28563,Guy de Maupassant,"THIS 34 PAGE ARTICLE WAS EXTRACTED FROM THE BOOK: The Horla and Other Stories, by Guy de Maupassant. To purchase the entire book, please order ISBN 1417901306.",3.76,Miss Harriet,Classics,Classics,Mystery,Historical
28611,Charlotte Dacre,"'Few venture as thou hast in the alarming paths of sin.' This is the final judgement of Satan on Victoria di Loredani, the heroine of Zofloya, or The Moor (1806), a tale of lust, betrayal, and multiple murder set in Venice in the last days of the fifteenth century. The novel follows Victoria's progress from spoilt daughter of indulgent aristocrats, through a period of abuse and captivity, to a career of deepening criminality conducted under Satan's watchful eye. Charlotte Dacre's narrative deftly displays her heroine's movement from the vitalized position of Ann Radcliffe's heroines to a fully conscious commitment to vice that goes beyond that of 'Monk' Lewis's deluded Ambrosio. The novel's most daring aspect is its anatomy of Victoria's intense sexual attraction to her Moorish servant Zofloya that transgresses taboos both of class and race. A minor scandal on its first publication, and a significant influence on Byron and Shelley, Zofloya has been unduly neglected. Contradicting idealized stereotypes of women's writing, the novel's portrait of indulged desire, gratuitous cruelty, and monumental self-absorption retains considerable power to disturb. The introduction to this edition, the first for nearly 200 years, examines why Zofloya deserves to be read alongside established Gothic classics as the highly original work of an intriguing and unconventional writer.",3.55,Zofloya,Classics,Classics,Fiction,Historical
28629,Émile Zola|Douglas Parmée|Λεωνίδας Παυλίδης,"When Jean Macquart arrives in the peasant community of Beauce, where farmers have worked the same land for generations, he quickly finds himself involved in the corrupt affairs of the local Fouan family. Aging and Lear-like, Old Man Fouan has decided to divide his land between his three children: his penny-pinching daughter Fanny, his eldest son - a far from holy figure known as 'Jesus Christ' - and the lecherous Buteau, Macquart's friend. But in a community where land is everything, sibling rivalry quickly turns to brutal hatred, as Buteau declares himself unsatisfied with his lot. Part of the vast Rougon-Macquart cycle, The Earth was regarded by Zola as his greatest novel. A fascinating portrayal of a struggling but decadent community, it offers a compelling exploration of the destructive nature of human ignorance and greed",4.08,The Earth,Classics,Classics,Nonfiction,Historical
28657,Robert Frost|Louis Untermeyer,"A proven bestseller time and time again, Robert Frost's Poems contains all of Robert Frost's best-known poems-and dozens more-in a portable anthology. Here are ""Birches,"" ""Mending Wall,"" ""Stopping by Woods on a Snowy Evening,"" ""Two Tramps at Mudtime,"" ""Choose Something Like a Star,"" and ""The Gift Outright,"" which Frost read at the inauguration of John F. Kennedy."" An essential addition to every home library, Robert Frost's Poems is a celebration of the New England countryside, Frost's appreciation of common folk, and his wonderful understanding of the human condition. These classic verses touch our hearts and leave behind a lasting impression.* Over 100 poems* All Frost's best known verses from throughout his life",4.3,Robert Frost's Poems,Classics,Sequential Art,Classics,Historical
28718,Benjamin Franklin|Ormond Seavey,"Franklin's writings span a long and distinguished career of literary, scientific, and political inquiry--the work of a man whose life lasted for nearly all of the 18th century, and whose achievements ranged from inventing the lightning rod to publishing Poor Richard's Almanac to signing the Declaration of Independence. In his own lifetime, Franklin knew prominence not only in America but also in Britain and France. Here was a cosmopolitan statesman, public servant, inventor, and editor with a distinctly Yankee sensibility; here was a moral philosopher who divided his faith between the natural sciences and the American experiment.This volume includes Franklin's reflections on such diverse issues as reason and religion, social status, electricity, America's national character and characters, war, and the societal status of women. Also included is a new transcription of his 1726 journal, and several pieces that have only recently been identified as Franklin's work.About the Series: For over 100 years Oxford World's Classics has made available the broadest spectrum of literature from around the globe. Each affordable volume reflects Oxford's commitment to scholarship, providing the most accurate text plus a wealth of other valuable features, including expert introductions by leading authorities, voluminous notes to clarify the text, up-to-date bibliographies for further study, and much more.",3.8,Autobiography and Other Writings,Classics,Classics,Historical,Sequential Art
28734,Jacob Grimm|Bernadette Watts|Wilhelm Grimm|Anthea Bell,"A brother and sister run away from their cruel and wicked stepmother to a forest, but cannot escape her powers.",3.52,Little Brother & Little Sister,Classics,Historical,Fantasy,Nonfiction
28774,Arthur Conan Doyle|Scott McKowen,"The illustrations for this series were created by Scott McKowen, who, with his wife Christina Poddubiuk, operates Punch & Judy Inc., a company specializing in design and illustration for theater and performing arts. Their projects often involve research into the visual aspects of historical settings and characters. Christina is a theater set and costume designer and contributed advice on the period clothing for the illustrations.Scott created these drawings in scratchboard ­ an engraving medium which evokes the look of popular art from the period of these stories. Scratchboard is an illustration board with a specifically prepared surface of hard white chalk. A thin layer of black ink is rolled over the surface, and lines are drawn by hand with a sharp knife by scraping through the ink layer to expose the white surface underneath. The finished drawings are then scanned and the color is added digitally.It’s elementary—there’s no more intriguing detective than Sherlock Holmes, with his unequalled powers of deduction, and no better mysteries than the tricky ones that only he can solve. Here are some of the finest Holmes stories, recounted by his trusty friend and assistant, Dr. Watson.",4.34,The Adventures and the Memoirs of Sherlock Holmes,Classics,Historical,Mystery,Classics
28777,W.B. Yeats|Macha Louis Rosenthal,"Since its first appearance in 1962, M. L. Rosenthal's classic selection of Yeats's poems and plays has attracted hundreds of thousands of readers. This newly revised edition includes 211 poems and 4 plays. It adds The Words Upon the Window-Pane, one of Yeats's most startling dramatic works in its realistic use of a seance as the setting for an eerily powerful reenactment of Jonathan Swift's rigorous idealism, baffling love relationships, and tragic madness. The collection profits from recent scholarship that has helped to establish Yeats's most reliable texts, in the order set by the poet himself. And his powerful lyrical sequences are amply represented, culminating in the selection from Last Poems and Two Plays, which reaches its climax in the brilliant poetic plays The Death of Cuchulain and Purgatory.  Scholars, students, and all who delight in Yeats's varied music and sheer quality will rejoice in this expanded edition. As the introduction observes, ""Early and late he has the simple, indispensable gift of enchanting the ear....He was also the poet who, while very much of his own day in Ireland, spoke best to the people of all countries. And though he plunged deep into arcane studies, his themes are most clearly the general ones of life and death, love and hate, man's condition, and history's meanings. He began as a sometimes effete post-Romantic, heir to the pre-Raphaelites, and then, quite naturally, became a leading British Symbolist; but he grew at last into the boldest, most vigorous voice of this century."" Selected Poems and Four Plays represents the essential achievement of the greatest twentieth-century poet to write in English.",4.36,Selected Poems and Four Plays,Classics,Classics,Historical,Sequential Art
28819,John Galsworthy,Contains: Volume 1: The Man of PropertyVolume 2: Indian Summer of a Forsyte and In ChanceryVolume 3: Awakening and To Let,4.16,The Forsyte Saga - Complete,Classics,Classics,Sequential Art,Historical
28821,Plutarch|Robin Waterfield|Philip A. Stadter,"'I treat the narrative of the Lives as a kind of mirror...The experience is like nothing so much as spending time in their company and living with them: I receive and welcome each of them in turn as my guest.' In the eight lives of this collection Plutarch introduces the reader to the major figures and periods of classical Rome. He portrays virtues to be emulated and vices to be avoided, but his purpose is also implicitly to educate and warn those in his own day who wielded power. In prose that is rich, elegant and sprinkled with learned references, he explores with an extraordinary degree of insight the interplay of character and political action. While drawing chiefly on historical sources, he brings to biography a natural story-teller's ear for a good anecdote. Throughout the ages Plutarch's Lives have been valued for their historical value and their charm. This new translation will introduce new generations to his urbane erudition. The most comprehensive selection available, it is accompanied by a lucid introduction, explanatory notes, bibliographies, maps and indexes.Aemilius Paulus, Tiberius Gracchus and Gaius Grachus, Marius, Sulla, Pompey, Caesar, Marc Anthony",4.04,"Roman Lives: A Selection of Eight Lives (Aemilius Paulus, Tiberius Gracchus and Gaius Grachus, Marius, Sulla, Pompey, Caesar, Marc Anthony)",Classics,Historical,Classics,Sequential Art
28856,Søren Kierkegaard|Edna Hatlestad Hong|Howard Vincent Hong,"The Seducer's Diary records Johannes's discovery of a girl with the Shakespearean name Cordelia, whom he sets out to control. Intricately, meticulously, cunningly, the seduction proceeds. No detail is too small to escape Johannes. ""She sits on the sofa by the tea table and I sit on a chair at her side. This position has an intimate quality and at the same time a detaching dignity.""Less erotic than an intellectual depiction of seduction, Diary of a Seducer shows the casuist Kierkegaard in what he characterized as the aesthetic mode.",3.67,The Seducer's Diary,Classics,Nonfiction,Sequential Art,Romance
28953,Samuel Beckett,"Samuel Beckett, the great minimalist master and winner of the 1969 Nobel Prize for Literature, has produced some of his most widely praised work for the stage in the form of the shorter play. This complete and definitive collection of twenty-five plays and ""playlets"" includes Beckett's celebrated Krapp's Last Tape, Embers, Cascando, Play, Eh Joe, and Footfalls, as well as his mimes, all his radio and television plays, his screenplay for Film, his adaptiation of Robert Pinget's The Old Tune, and the more recent Catastrophe, What Where, Quad, and Night and Dreams.""Beckett reduces life, perception, and writing to barest minimums: a few dimly seen, struggling torsos; a hopeless intelligence compulsively seeking to come to terms, in rudimentary yet endlessly varied language, with the human condition they represent. Within these extraordinary limitations, Beckett's verbal ability nonetheless generates great intensity."" - Library Journal""Beckett stalks after men on their way out... His plays (Endgame, Krapp's Last Tape) and novels (Molloy, Murphy) are metaphors for modern man's spiritual bafflement... In spite of the hits of movement... all is really paralytic stasis - except for the voices, the indomitable voices."" - Time",4.24,Collected Shorter Plays,Classics,Sequential Art,Classics,Mystery
28957,Neil Simon,"Comedy / 6m, 2f / Int. This classic comedy opens as a group of the guys assembled for cards in the apartment of divorced Oscar Madison. And if the mess is any indication, it's no wonder that his wife left him. Late to arrive is Felix Unger who has just been separated from his wife. Fastidious, depressed and none too tense, Felix seems suicidal, but as the action unfolds Oscar becomes the one with murder on his mind when the clean-freak and the slob ultimately decide to room together with hilarious results as The Odd Couple is born. ""His skill is not only great but constantly growing...There is scarcely a moment that is not hilarious."" - The New York Times ""Fresh, richly hilarious and remarkably original. Wildly, irresistibly, incredibly and continuously funny."" - New York Daily News",4.03,The Odd Couple,Classics,Classics,Historical,Young Adult
29008,Charles William Eliot|Aesop|Jacob Grimm|Wilhelm Grimm|Hans Christian Andersen,"1909. Many tales have been collected and they are represented in the present volume by the household tales preserved by Grimm. Far earlier written down, but less primitive in kind, are the Aesopic Fables. Still more recent, both in kind and in date, are the Wonder stories of modern manufacture represented here by the tales of Hans Christian Andersen. Andersen had a marvelous knack of entertaining children by repeating old folk tales of the type collected by Grimm; and his success in this led him on to attempt inventing new ones.",4.18,"Folklore and Fable: Aesop, Grimm, Andersen (Harvard Classics, #17)",Classics,Historical,Nonfiction,Sequential Art
29023,Diane Mowat|W.W. Jacobs,"Without, the night was cold and wet, but in the small parlour of Laburnam Villa the blinds were drawn and the fire burned brightly. Father and son were at chess, the former, who possessed ideas about the game involving radical changes, putting his king into such sharp and unnecessary perils that it even provoked comment from the white-haired old lady knitting placidly by the fire. ""Hark at the wind,"" said Mr. White, who, having seen a fatal mistake after it was too late, was amiably desirous of preventing his son from seeing it. ""I'm listening,"" said the latter, grimly surveying the board as he stretched out his hand. ""Check."" ""I should hardly think that he'd come to-night,"" said his father, with his hand poised over the board.",3.85,The Monkey's Paw (Oxford Bookworms),Classics,Mystery,Historical,Young Adult
29034,Ivan Turgenev,"This scarce antiquarian book is a facsimile reprint of the original. Due to its age, it may contain imperfections such as marks, notations, marginalia and flawed pages. Because we believe this work is culturally important, we have made it available as part of our commitment for protecting, preserving, and promoting the world's literature in affordable, high quality, modern editions that are true to the original work.",3.73,Mumu,Classics,Historical,Classics,Mystery
29043,Marquis de Sade,"Imprisoned much of his adult life for both his rebellious conduct and his scandalous writing, the Marquis de Sade remains, almost two centuries after his death, a fascinating figure, a true rebel with a cause, one who despite all attempts to suppress his works remains a vital and enduring influence. Here in one volume is a generous sample of his correspondence over a more than twenty-year period, from 1777, when he was first incarcerated in the Vincennes fortress near Paris, to 1789, when he was transferred from the Bastille, shortly before it was stormed at the outset of the French Revolution, to the Charenton Asylum, from which he was finally freed on April 2 -- Good Friday -- 1790. Impassioned, angry, querulous, plaintive, caustic, indignant, cajoling, pleading, self-justifying, bade gives vent in these letters to his profoundest thoughts and opinions of the moment: he flatters those from whom he seeks help or solace, vilifies those who have brought him low, offers often brilliant and always original insights about society, the body politic, and his fellow man -- and women. These beautifully crafted letters offer us a Sade without artifice or embellishment, adding to his often stereotyped image a new, more human dimension.",3.78,Letters from Prison,Classics,Historical,Mystery,Sequential Art
29046,Richard Brinsley Sheridan,"During a brief but brilliant literary career, Irish-born dramatist and statesman Richard Brinsley Sheridan (1751–1816) wrote cleverly plotted plays that revealed his nimble wit and keen eye for comic situations. Two of them — The School for Scandal and The Rivals — are among the funniest in the English language.The Rivals, brimming with false identities and with romantic entanglements carried on amid a cloud of parental disapproval, satirizes the pretentiousness and sentimentality of the age. It features a cast of memorable characters, among them the lovely Lydia Languish, whose pretty head has been filled with nonsense from romantic novels; Capt. Jack Absolute, a young officer in love with Lydia; Sir Anthony Absolute, Jack's autocratic father; Sir Lucius O'Trigger, a fiery Irishman; and Jack's provincial neighbor, Bob Acres, a bumptious but lovable country squire in love with Lydia.Hoping to win Lydia's affection, Captain Jack woos the pretty miss by pretending to be a penniless ensign named Beverley, an act that nearly incites a duel with Acres. His actions also provoke serious objections from Lydia's aunt, Mrs. Malaprop, a misspeaking matron whose ludicrous misuse of words gave the English language a new term: malapropism. Ultimately, the hilarious complications are resolved in a radiant comic masterpiece that will entertain and delight theater devotees and students of English drama alike.",3.66,The Rivals,Classics,Sequential Art,Classics,Historical
29049,Hermann Hesse,"Herman Hesse's classic novel has delighted, inspired, and influenced generations of readers, writers, and thinkers. In this story of a wealthy Indian Brahmin who casts off a life of privilege to seek spiritual fulfillment. Hesse synthesizes disparate philosophies--Eastern religions, Jungian archetypes, Western individualism--into a unique vision of life as expressed through one man's search for meaning.",4.0,Siddartha,Classics,Classics,Fiction,Mystery
29056,H. Rider Haggard,"Drawing on his knowledge of Africa and of ancient legends, adventure writer H. Rider Haggard weaves this disturbing tale of Ayesha, the mysterious and immortal white queen of a Central African tribe. She, or ""She-who-must-be-obeyed,"" is the embodiment of the mythological female figure who is both monstrous and desirable, and deadlier than the male. bShe/b is a pioneering work in the ""Lost World"" genre.",3.58,She,Classics,Fiction,Mystery,Historical
29069,Henrik Ibsen|William Archer|Charles Archer,"Among the masterpieces of world literature, this early verse drama by the celebrated Norwegian playwright humorously yet profoundly explores the virtues, vices, and follies common to all humanity — as represented in the person of Peer Gynt, a charming but irresponsible young peasant. Based on Norwegian folklore and Ibsen’s own imaginative inventions, the play relates the roguish life of the world-wandering Peer, who finds wealth and fame — but never happiness — although he is redeemed by love in the end.As the play opens the young farmer attends a wedding and meets Solveig, the woman who is eventually to be his salvation. However, the rascally Peer then kidnaps the bride and later abandons her in the wilderness. This dismal performance is followed by a string of adventures (many of which do not reflect well on Peer) in many lands. After these soul-chilling exploits, an old and embittered Peer returns to Norway, eventually finding solace in the arms of the faithful Solveig.Like other early Ibsen plays, such as Brand (1866) and Emperor and Galilean (1874), the work is imbued with poetic mysticism and romanticism, and in Peer we find a rebellious central character in search of an ultimate truth that always seems just out of reach. In this sense Peer can be seen as an alter ego of Ibsen himself, whose lifelong search for artistic and moral certainties resulted in the great later plays (Hedda Gabler, The Wild Duck, An Enemy of the People, etc.) upon which his reputation chiefly rests. This rich, poetic version of Peer Gynt is considered the standard translation.",3.72,Peer Gynt,Classics,Romance,Sequential Art,Classics
29087,Alexandre Dumas,"Alexandre Dumas’s most famous tale— and possibly the most famous historical novel of all time— in a handsome hardcover volume.This swashbuckling epic of chivalry, honor, and derring-do, set in France during the 1620s, is richly populated with romantic heroes, unattainable heroines, kings, queens, cavaliers, and criminals in a whirl of adventure, espionage, conspiracy, murder, vengeance, love, scandal, and suspense. Dumas transforms minor historical figures into larger- than-life characters: the Comte d’Artagnan, an impetuous young man in pursuit of glory; the beguilingly evil seductress “Milady”; the powerful and devious Cardinal Richelieu; the weak King Louis XIII and his unhappy queen—and, of course, the three musketeers themselves, Athos, Porthos, and Aramis, whose motto “all for one, one for all” has come to epitomize devoted friendship. With a plot that delivers stolen diamonds, masked balls, purloined letters, and, of course, great bouts of swordplay, The Three Musketeers is eternally entertaining.",4.07,Los tres mosqueteros,Classics,Historical,Romance,Classics
29093,Louis Couperus|Ina Rilke|Paul Binding,"Louis Couperus was catapulted to prominence in 1889 with Eline Vere, a psychological masterpiece inspired by Flaubert and Tolstoy. Eline Vere is a young heiress: dreamy, impulsive, and subject to bleak moods. Though beloved among her large coterie of friends and relations, there are whispers that she is an eccentric: she has been known to wander alone in the park as well indulge in long, lazy philosophical conversations with her vagabond cousin. When she accepts the marriage proposal of a family friend, she is thrust into a life that looks beyond the confines of The Hague, and her overpowering, ever-fluctuating desires grow increasingly blurred and desperate. Only Couperus—as much a member of the elite socialite circle of fin-de-siècle The Hague as he was a virulent critic of its oppressive confines—could have filled this ""Novel of The Hague"" with so many superbly rendered and vividly imagined characters from a milieu now long forgotten. Award-winning translator Ina Rilke’s new translation of this Madame Bovary of The Netherlands will reintroduce to the English-speaking world the greatest Dutch novelist of his generation.",3.74,Eline Vere: A Novel of the Hague,Classics,Fiction,Classics,Sequential Art
29228,Eça de Queirós|Margaret Jull Costa,"Eça de Queirs's novel is a lurid satire of clerical corruption in a town in Portugal during a period before and after the 1871 Paris Commune.""Young, virile Father Amaro arrives in Leira and is taken in as a lodger by São Joaneira. Her budding, devout, dewy-lipped daughter Amélia is soon lusted after by the young priest. What ensues is a secret love affair amidst a host of compelling minor characters: Canon Dias, a priest, glutton, and Sao Joaneira's lover; Dona Maria da Assuncao, a wealthy widow with a roomful of religious relics, agog at any hint of sex; Joao Eduardo, repressed atheist, free-thinker, and suitor to Amelia. Eca's incisive critique flies like a shattering mirror, jabbing everything from the hypocrisy of a rich and powerful Church, to the provincialism of Portuguese society of the time.Haunting, The Crime of Father Amaro is the ghost of a forgotten religion of tolerance, wisdom, and equality. Margaret Jull Costa has rendered an exquisite translation and provides an informative introduction to a story that truly spans all ages."" ""The Crime of Father Amaro inspired a series of magnificent paintings by the Portuguese artist Paula Rego, one of which graces the cover of this edition. The novel was also made into a controversial film, El Crimen del Padre Amaro by Mexican director Carlos Carrera in 2002.""--BOOK JACKET.",4.07,The Crime of Father Amaro,Classics,Historical,Romance,Classics
29237,Ivo Andrić,"=From the Sea, Riots, LyricsAndrić’s 1st published works were poems and he continued to write verse intermittenly all his life, altho much of it was unpublished until his death. His 1st poems appeared in the context of the Young Bosnia movement. The writing of its members is in marked contrast to their robust active personalities. The poems Andrić published before WWI are virtually indistinguishable in tone from much of what his contemporaries were writing. Nevertheless, it's probably true to say that in his case the role of the political activist, however sincerely he played it at the time, was fundamentally unsuited to him. By contrast, however, the prevailing melancholy seemed to match his temperamental reponse to the world. These early poems point in no particular direction, beyond establishing the free verse form of virtually all of Andrić’s poetry and a tendency to a mournful self-pity which sometimes threatens his personal statements. The prose poems written during the War represent a personal conffesion & cannot be considered merely the reflection of a literary vogue. “Ex Ponto” (refers to Ovid’s account of his Black Sea exile) was published in 1918; “Unrest” in 1920, when “Ex Ponto” was already reprinted. Thereafter Andrić refused to allow them to be included in any of his collections of his works published before his death. He rejected them because they seemed to him too intimate. But, they're important since they contain ideas & themes which recur in his later works. The strong emotional colouring was toned down in Andrić’s later prose poems & verse but their form, a combination of aphoristic statements & longer reflective passages, continued to appeal to him. “Ex Ponto” & “Unrest” record his emotional reaction to the circumstances of his early life & the development of a number of themes around the central paradox of his personality & work.",4.44,"Ex Ponto, Nemiri, Lirika",Classics,Historical,Sequential Art,Mystery
29268,Émile Zola|Ernest Alfred Vizetelly,"Part of Emile Zola's multigenerational Rougon-Macquart saga, The Belly of Paris is the story of Florent Quenu, a wrongly accused man who escapes imprisonment on Devil's Island. Returning to his native Paris, Florent finds a city he barely recognizes, with its working classes displaced to make way for broad boulevards and bourgeois flats. Living with his brother's family in the newly rebuilt Les Halles market, Florent is soon caught up in a dangerous maelstrom of food and politics. Amid intrigue among the market's sellers—the fishmonger, the charcutiere, the fruit girl, and the cheese vendor—and the glorious culinary bounty of their labors, we see the dramatic difference between ""fat and thin"" (the rich and the poor) and how the widening gulf between them strains a city to the breaking point.",3.9,The Belly of Paris,Classics,Mystery,Historical,Fiction
29284,Jules Verne,"A group of boys find themselves adrift at sea, and after a terrible storm they are cast upon a deserted island, where they must learn to get along together to survive.",3.99,Two Years' Vacation,Classics,Young Adult,Historical,Fiction
